AppID,Name,ReleaseYear,Genre,Price,DiscountPercent,TotalReviews_SteamSpy,EstimatedRevenue_SteamSpy,TotalReviews_AllLanguages,EstimatedRevenue_AllLanguages
3396310,Shorebound,2025,Roguelike,$9.99,0%,23,"$11,488.50",25,"$12,487.50"
1989140,Tower of Spirit,2024,Roguelike,$4.99,0%,29,"$7,235.50",29,"$7,235.50"
446120,Bunker Punks,2018,Roguelike,$14.99,0%,436,"$326,782.00",437,"$327,531.50"
801290,Diabolic,2018,Roguelike,$7.99,0%,383,"$153,008.50",384,"$153,408.00"
1598180,Seishin Destiny,2021,Roguelike,$4.99,0%,14,"$3,493.00",14,"$3,493.00"
452920,Laser Disco Defenders,2016,Roguelike,$9.99,0%,53,"$26,473.50",53,"$26,473.50"
2375730,Mercenaries of the Kingdom: First Blood,2024,Roguelike,$12.99,0%,57,"$37,021.50",58,"$37,671.00"
295870,The Dungeoning,2014,Roguelike,$3.99,0%,73,"$14,563.50",73,"$14,563.50"
2146180,Cyclo Chambers,2023,Roguelike,$4.99,0%,136,"$33,932.00",137,"$34,181.50"
2961480,Duelite,2024,Roguelike,$6.99,0%,24,"$8,388.00",24,"$8,388.00"
554710,Spell Cast,2022,Roguelike,$0.99,0%,58,"$2,871.00",58,"$2,871.00"
2323550,UDO,2024,Roguelike,$14.99,0%,13,"$9,743.50",13,"$9,743.50"
3157680,Card of Legend,2025,Roguelike,$6.99,0%,29,"$10,135.50",29,"$10,135.50"
3060970,Gwihyang : Homecoming,2024,Roguelike,$4.99,0%,27,"$6,736.50",27,"$6,736.50"
2968260,EvilPunk,2024,Roguelike,$4.99,0%,22,"$5,489.00",24,"$5,988.00"
1535100,Nadir: A Grimdark Deckbuilder,2023,Roguelike,$19.99,0%,315,"$314,842.50",316,"$315,842.00"
1263070,Blightbound,2021,Roguelike,$19.99,0%,1254,"$1,253,373.00",1253,"$1,252,373.50"
332710,1Quest,2014,Roguelike,$3.99,0%,174,"$34,713.00",174,"$34,713.00"
2959310,Warlords of the Deck,2024,Roguelike,$7.99,0%,56,"$22,372.00",60,"$23,970.00"
335830,Distant Star: Revenant Fleet,2015,Roguelike,$9.99,0%,295,"$147,352.50",295,"$147,352.50"
1263070,Blightbound,2021,Roguelike,$19.99,0%,1254,"$1,253,373.00",1253,"$1,252,373.50"
2489670,The witch and the bottle of concepts,2024,Roguelike,$7.99,0%,57,"$22,771.50",57,"$22,771.50"
1582380,Midautumn,2023,Roguelike,$24.99,0%,21,"$26,239.50",22,"$27,489.00"
2766770,这是一个正方形！（This Is A Square！）,2024,Roguelike,$3.99,0%,24,"$4,788.00",24,"$4,788.00"
3333460,No Space For All,2024,Roguelike,$4.99,0%,36,"$8,982.00",35,"$8,732.50"
220460,Cargo Commander,2012,Roguelike,$4.99,0%,925,"$230,787.50",925,"$230,787.50"
740240,Snake Eyes Dungeon,2017,Roguelike,$4.99,0%,81,"$20,209.50",77,"$19,211.50"
1906160,Sprout Lands,2022,Roguelike,$4.99,0%,23,"$5,738.50",39,"$9,730.50"
2114380,Dungeon Dungeon!,2024,Roguelike,$14.99,0%,18,"$13,491.00",18,"$13,491.00"
2943390,MOON THIRST,2024,Roguelike,$29.99,0%,13,"$19,493.50",13,"$19,493.50"
3346990,Ninja Vs. Zombies 3,2025,Roguelike,$4.99,0%,13,"$3,243.50",12,"$2,994.00"
887400,THE GREAT GEOMETRIC MULTIVERSE TOUR,2018,Roguelike,$0.99,0%,364,"$18,018.00",365,"$18,067.50"
1063960,Ritual: Spellcasting RPG,2019,Roguelike,$9.99,0%,30,"$14,985.00",30,"$14,985.00"
349460,Lord of the Dark Castle,2015,Roguelike,$0.99,0%,162,"$8,019.00",164,"$8,118.00"
246110,MASSIVE CHALICE,2015,Roguelike,$19.99,0%,1857,"$1,856,071.50",1864,"$1,863,068.00"
887400,THE GREAT GEOMETRIC MULTIVERSE TOUR,2018,Roguelike,$0.99,0%,364,"$18,018.00",365,"$18,067.50"
1063960,Ritual: Spellcasting RPG,2019,Roguelike,$9.99,0%,30,"$14,985.00",30,"$14,985.00"
349460,Lord of the Dark Castle,2015,Roguelike,$0.99,0%,162,"$8,019.00",164,"$8,118.00"
1907660,Monster Path,2023,Roguelike,$5.99,0%,19,"$5,690.50",19,"$5,690.50"
2849230,Mask Around,2024,Roguelike,$7.99,0%,14,"$5,593.00",15,"$5,992.50"
1677580,My Master's A Moron,2022,Roguelike,$14.99,0%,29,"$21,735.50",28,"$20,986.00"
1848710,Ninja Soul,2022,Roguelike,$9.99,0%,163,"$81,418.50",164,"$81,918.00"
1209140,Peace Data,2020,Roguelike,$3.99,0%,214,"$42,693.00",213,"$42,493.50"
1251210,Dungeon No Dungeon,2021,Roguelike,$6.99,0%,502,"$175,449.00",503,"$175,798.50"
2621980,SD Dungeons,2025,Roguelike,$8.99,0%,18,"$8,091.00",18,"$8,091.00"
1126890,Urban Cards,2021,Roguelike,$14.99,0%,179,"$134,160.50",178,"$133,411.00"
903780,Beast Agenda 2030,2019,Roguelike,$14.99,0%,18,"$13,491.00",19,"$14,240.50"
704950,Scarlett's Dungeon,2017,Roguelike,$4.99,0%,52,"$12,974.00",52,"$12,974.00"
464620,Siralim 2,2016,Roguelike,$14.99,0%,451,"$338,024.50",451,"$338,024.50"
2877790,Rogue Girl,2024,Roguelike,$2.29,0%,39,"$4,465.50",42,"$4,809.00"
3110250,Calice,2025,Roguelike,$9.99,0%,14,"$6,993.00",16,"$7,992.00"
1980350,Run Build Pew!,2022,Roguelike,$2.99,0%,543,"$81,178.50",545,"$81,477.50"
1386440,B67,2020,Roguelike,$8.99,0%,46,"$20,677.00",46,"$20,677.00"
1144130,Smash Dungeon,2023,Roguelike,$6.99,0%,15,"$5,242.50",15,"$5,242.50"
1656880,Dungless,2021,Roguelike,$2.99,0%,27,"$4,036.50",27,"$4,036.50"
463980,Solitairica,2016,Roguelike,$9.99,0%,539,"$269,230.50",540,"$269,730.00"
2211390,Time Survivors,2024,Roguelike,$4.99,0%,270,"$67,365.00",273,"$68,113.50"
591000,Deep Sixed,2018,Roguelike,$4.99,0%,103,"$25,698.50",103,"$25,698.50"
2403940,AutoHeroes,2024,Roguelike,$2.49,0%,23,"$2,863.50",24,"$2,988.00"
3110250,Calice,2025,Roguelike,$9.99,0%,14,"$6,993.00",16,"$7,992.00"
1207320,Gray Zone,2022,Roguelike,$19.99,0%,68,"$67,966.00",70,"$69,965.00"
2589470,Save Prinvess:Infinite Loop,2023,Roguelike,$5.99,0%,19,"$5,690.50",19,"$5,690.50"
1386440,B67,2020,Roguelike,$8.99,0%,46,"$20,677.00",46,"$20,677.00"
373730,Way of Gold and Steel,2015,Roguelike,$8.99,0%,121,"$54,389.50",121,"$54,389.50"
548370,Rezrog,2017,Roguelike,$9.99,0%,328,"$163,836.00",329,"$164,335.50"
1411920,Get Ogre It,2020,Roguelike,$10.18,0%,29,"$14,761.00",29,"$14,761.00"
2290200,Neon City Survivor,2023,Roguelike,$4.99,0%,20,"$4,990.00",20,"$4,990.00"
912550,Savage Vessels,2020,Roguelike,$12.99,0%,42,"$27,279.00",43,"$27,928.50"
644580,Slash or Die 2,2018,Roguelike,$5.99,0%,31,"$9,284.50",31,"$9,284.50"
2345550,Meow Legion,2024,Roguelike,$1.99,0%,11,"$1,094.50",11,"$1,094.50"
381900,Bard's Gold,2015,Roguelike,$7.99,0%,133,"$53,133.50",134,"$53,533.00"
1426900,Dread Nautical,2020,Roguelike,$19.99,0%,32,"$31,984.00",32,"$31,984.00"
1970520,Brave Survivor,2022,Roguelike,$4.99,0%,15,"$3,742.50",19,"$4,740.50"
1090060,Weapon Hacker,2020,Roguelike,$9.99,0%,35,"$17,482.50",35,"$17,482.50"
2362010,Impact,2023,Roguelike,$3.49,0%,16,"$2,792.00",16,"$2,792.00"
1420950,Spinning_Kid,2020,Roguelike,$0.99,0%,33,"$1,633.50",33,"$1,633.50"
2683360,Error_Boy.exe,2025,Roguelike,$8.99,0%,17,"$7,641.50",20,"$8,990.00"
2269320,Natti,2023,Roguelike,$7.99,0%,115,"$45,942.50",115,"$45,942.50"
3265380,Island of Challenge,2025,Roguelike,$1.99,0%,14,"$1,393.00",14,"$1,393.00"
2119580,Golden Record Retriever,2024,Roguelike,$15.99,0%,48,"$38,376.00",49,"$39,175.50"
3609260,Idle Zombie Wave: Premium,2025,Roguelike,$7.99,0%,7,"$2,796.50",12,"$4,794.00"
2148060,Hack & Schlitz,2022,Roguelike,$2.49,0%,14,"$1,743.00",14,"$1,743.00"
1331420,Rogue Arrows,2022,Roguelike,$4.99,0%,42,"$10,479.00",41,"$10,229.50"
905660,纸境英雄 Papercraft,2019,Roguelike,$17.99,0%,299,"$268,950.50",299,"$268,950.50"
2430470,Vilde,2025,Roguelike,$15.99,0%,0,$0.00,65,"$51,967.50"
2340860,Way of the Bullet,2024,Roguelike,$9.99,0%,14,"$6,993.00",14,"$6,993.00"
1253860,Neurodeck : Psychological Deckbuilder,2021,Roguelike,$13.99,0%,259,"$181,170.50",259,"$181,170.50"
3085620,Sky's The Limit MAH-JONG,2024,Roguelike,$8.99,0%,56,"$25,172.00",58,"$26,071.00"
576130,State of Anarchy: Master of Mayhem,2017,Roguelike,$1.60,0%,569,"$45,520.00",573,"$45,840.00"
2719650,Project XSTING,2024,Roguelike,$7.99,0%,15,"$5,992.50",15,"$5,992.50"
2001280,The Last City,2022,Roguelike,$4.99,0%,32,"$7,984.00",59,"$14,720.50"
2490080,Last Hopeless,2023,Roguelike,$5.99,0%,21,"$6,289.50",21,"$6,289.50"
832650,Royal Adventure,2018,Roguelike,$6.99,0%,29,"$10,135.50",29,"$10,135.50"
485680,sphereFACE,2017,Roguelike,$4.99,0%,32,"$7,984.00",32,"$7,984.00"
844850,Tower Hunter: Erza's Trial,2019,Roguelike,$17.99,0%,1830,"$1,646,085.00",1854,"$1,667,673.00"
387060,Earth Overclocked,2015,Roguelike,$4.99,0%,192,"$47,904.00",194,"$48,403.00"
1557540,Cutie Bear,2021,Roguelike,$4.99,0%,16,"$3,992.00",19,"$4,740.50"
2662810,Dungeon Minesweeper,2024,Roguelike,$6.78,0%,26,"$8,814.00",28,"$9,492.00"
3108000,Only Trump: Up To Presidents!,2024,Roguelike,$6.24,0%,0,$0.00,46,"$14,352.00"
1980770,Floor44,2023,Roguelike,$7.48,0%,133,"$49,742.00",132,"$49,368.00"
1322600,Pizza Bike Rider,2020,Roguelike,$0.99,0%,53,"$2,623.50",54,"$2,673.00"
1410140,Load Roll Die,2021,Roguelike,$9.99,0%,15,"$7,492.50",15,"$7,492.50"
844850,Tower Hunter: Erza's Trial,2019,Roguelike,$17.99,0%,1830,"$1,646,085.00",1854,"$1,667,673.00"
1366260,Soul Device,2023,Roguelike,$4.99,0%,15,"$3,742.50",15,"$3,742.50"
387060,Earth Overclocked,2015,Roguelike,$4.99,0%,192,"$47,904.00",194,"$48,403.00"
1105660,Stay Safe: Labyrinth of the Mad,2019,Roguelike,$5.99,0%,42,"$12,579.00",42,"$12,579.00"
3406600,Winter Quackdown,2025,Roguelike,$0.99,0%,13,$643.50,13,$643.50
2236590,Psionic Awake,2025,Roguelike,$4.99,0%,194,"$48,403.00",197,"$49,151.50"
527990,Gladiator Trainer,2016,Roguelike,$1.99,0%,273,"$27,163.50",275,"$27,362.50"
1162480,DIMENSION REIGN - ROGUELIKE DECKBUILDER,2020,Roguelike,$17.83,0%,227,"$202,370.50",227,"$202,370.50"
2837330,Milky Way TD SURVIVORS AUTOBATTLER RTS,2024,Roguelike,$7.99,0%,21,"$8,389.50",21,"$8,389.50"
1425370,Razenroth 2,2021,Roguelike,$4.99,0%,36,"$8,982.00",36,"$8,982.00"
820020,Alder's Blood: Definitive Edition,2020,Roguelike,$19.99,0%,254,"$253,873.00",254,"$253,873.00"
491510,Vanilla Bagel: The Roguelike,2016,Roguelike,$12.99,0%,38,"$24,681.00",39,"$25,330.50"
1784630,Alice!,2022,Roguelike,$9.99,0%,52,"$25,974.00",52,"$25,974.00"
917850,Elemental War - A Tower Defense Game,2019,Roguelike,$14.99,0%,26,"$19,487.00",26,"$19,487.00"
754340,Paper Dungeons Crawler,2018,Roguelike,$4.99,0%,41,"$10,229.50",42,"$10,479.00"
1094960,Soul Scathe,2022,Roguelike,$19.99,0%,57,"$56,971.50",57,"$56,971.50"
2356390,Chaos Coming,2023,Roguelike,$1.99,0%,9,$895.50,10,$995.00
1537480,玉言·离光,2024,Roguelike,$6.99,0%,178,"$62,211.00",179,"$62,560.50"
2490160,NecroAttack！,2023,Roguelike,$9.99,0%,258,"$128,871.00",258,"$128,871.00"
806770,NoReload Heroes,2018,Roguelike,$7.99,0%,85,"$33,957.50",87,"$34,756.50"
611190,ROGUE SHIFT,2023,Roguelike,$9.99,0%,31,"$15,484.50",32,"$15,984.00"
349550,Mighty Dungeons,2015,Roguelike,$4.99,0%,88,"$21,956.00",88,"$21,956.00"
2199060,Core Devourer,2024,Roguelike,$5.99,0%,100,"$29,950.00",107,"$32,046.50"
575820,I Hate Running Backwards,2018,Roguelike,$14.99,0%,237,"$177,631.50",238,"$178,381.00"
1255050,Craft In Abyss,2021,Roguelike,$9.99,0%,54,"$26,973.00",54,"$26,973.00"
919370,Overdungeon,2019,Roguelike,$14.99,0%,3076,"$2,305,462.00",3082,"$2,309,959.00"
1733030,Knights of the Tiny Table,2021,Roguelike,$3.99,0%,29,"$5,785.50",29,"$5,785.50"
1325520,Mezmeratu,2020,Roguelike,$7.99,0%,16,"$6,392.00",16,"$6,392.00"
1366520,Dungeon Limbus,2021,Roguelike,$14.99,0%,21,"$15,739.50",21,"$15,739.50"
3492360,Agent Dunoz,2025,Roguelike,$3.99,0%,12,"$2,394.00",15,"$2,992.50"
1290090,The Wicked Days,2021,Roguelike,$19.99,0%,33,"$32,983.50",33,"$32,983.50"
685340,Delivery from the Pain:Survival / 末日方舟:生存,2019,Roguelike,$7.99,0%,1000,"$399,500.00",1000,"$399,500.00"
2769070,Ultimate Hero,2025,Roguelike,$9.99,0%,212,"$105,894.00",219,"$109,390.50"
428430,Endorlight,2016,Roguelike,$0.99,0%,1473,"$72,913.50",1473,"$72,913.50"
1355570,Dungeons & Guns,2020,Roguelike,$1.99,0%,19,"$1,890.50",19,"$1,890.50"
1156900,Output Pasture,2020,Roguelike,$4.99,0%,101,"$25,199.50",99,"$24,700.50"
3016690,JACKPOISON,2024,Roguelike,$8.99,0%,25,"$11,237.50",25,"$11,237.50"
1775860,Space Roguelike Adventure,2022,Roguelike,$4.99,0%,27,"$6,736.50",27,"$6,736.50"
3055780,PERMUTER,2024,Roguelike,$3.99,0%,18,"$3,591.00",19,"$3,790.50"
389160,Shadow Ninja: Apocalypse,2015,Roguelike,$1.48,0%,181,"$13,394.00",181,"$13,394.00"
809240,Vandals,2018,Roguelike,$0.79,0%,97,"$3,831.50",99,"$3,910.50"
2886470,Valefor,2024,Roguelike,$14.99,0%,151,"$113,174.50",147,"$110,176.50"
2128310,Ceaseless Night,2022,Roguelike,$14.99,0%,14,"$10,493.00",14,"$10,493.00"
756020,Puppet Kings,2017,Roguelike,$9.99,0%,30,"$14,985.00",30,"$14,985.00"
2066490,Robot Resistors,2023,Roguelike,$0.99,0%,48,"$2,376.00",50,"$2,475.00"
891370,The Last Hex,2021,Roguelike,$10.99,0%,212,"$116,494.00",216,"$118,692.00"
1073490,Monster X Monster,2019,Roguelike,$2.99,0%,160,"$23,920.00",160,"$23,920.00"
2145720,Petit Petit Petit,2023,Roguelike,$5.99,0%,22,"$6,589.00",22,"$6,589.00"
364300,Space Rogue,2016,Roguelike,$9.99,0%,448,"$223,776.00",449,"$224,275.50"
1591340,Night Blade,2021,Roguelike,$0.99,0%,38,"$1,881.00",38,"$1,881.00"
937530,Dungeon Crowley,2018,Roguelike,$18.99,0%,81,"$76,909.50",81,"$76,909.50"
1997980,出牌吧冒险家 Go Poker,2024,Roguelike,$0.99,0%,18,$891.00,18,$891.00
990640,Numgeon,2018,Roguelike,$4.99,0%,81,"$20,209.50",81,"$20,209.50"
764580,RealmCraft,2018,Roguelike,$4.99,0%,48,"$11,976.00",47,"$11,726.50"
2574030,Snake Crush,2024,Roguelike,$3.99,0%,117,"$23,341.50",115,"$22,942.50"
973060,恶魔迷宫 2 |Evil Maze 2 | 惡魔迷宮 2,2019,Roguelike,$9.99,0%,104,"$51,948.00",105,"$52,447.50"
973060,恶魔迷宫 2 |Evil Maze 2 | 惡魔迷宮 2,2019,Roguelike,$9.99,0%,104,"$51,948.00",105,"$52,447.50"
574640,Unalive,2017,Roguelike,$4.99,0%,351,"$87,574.50",357,"$89,071.50"
429620,Dungeon Rushers,2016,Roguelike,$14.99,0%,1218,"$912,891.00",1224,"$917,388.00"
1141760,Westale: Peelgrimage,2023,Roguelike,$4.99,0%,468,"$116,766.00",470,"$117,265.00"
858680,Black Paradox,2019,Roguelike,$14.99,0%,127,"$95,186.50",128,"$95,936.00"
1598710,Wild world,2021,Roguelike,$0.99,0%,13,$643.50,20,$990.00
1599530,Little adventure,2021,Roguelike,$10.99,0%,40,"$21,980.00",41,"$22,529.50"
1919720,Crimson Dawn,2023,Roguelike,$3.99,0%,369,"$73,615.50",375,"$74,812.50"
2759160,Project Jeff,2024,Roguelike,$0.49,0%,15,$367.50,15,$367.50
2086840,Jumalien,2025,Roguelike,$9.99,0%,18,"$8,991.00",18,"$8,991.00"
2077590,Sidestep Legends,2023,Roguelike,$4.99,0%,34,"$8,483.00",35,"$8,732.50"
1891940,Dr. Science quest,2022,Roguelike,$4.99,0%,16,"$3,992.00",16,"$3,992.00"
262810,Super Turbo Demon Busters!,2017,Roguelike,$11.99,0%,175,"$104,912.50",179,"$107,310.50"
973450,Ancient Abyss,2021,Roguelike,$14.99,0%,191,"$143,154.50",192,"$143,904.00"
1995090,STEIIARIA,2022,Roguelike,$4.99,0%,19,"$4,740.50",22,"$5,489.00"
2321210,Neon Echo,2023,Roguelike,$14.99,0%,4099,"$3,072,200.50",4102,"$3,074,449.00"
1131240,Dungeons of Edera,2022,Roguelike,$14.99,0%,1045,"$783,227.50",1045,"$783,227.50"
2935650,Tortuga City,2025,Roguelike,$7.99,0%,12,"$4,794.00",12,"$4,794.00"
2800770,Gnomber,2024,Roguelike,$2.99,0%,21,"$3,139.50",22,"$3,289.00"
2027970,Sole Saga,2023,Roguelike,$6.99,0%,114,"$39,843.00",114,"$39,843.00"
2839290,Enter The Lost Chamber,2024,Roguelike,$3.99,0%,21,"$4,189.50",21,"$4,189.50"
2552680,Rogue Samurai,2024,Roguelike,$4.99,0%,49,"$12,225.50",51,"$12,724.50"
2839290,Enter The Lost Chamber,2024,Roguelike,$3.99,0%,21,"$4,189.50",21,"$4,189.50"
340750,Gunslugs 2,2015,Roguelike,$9.99,0%,37,"$18,481.50",37,"$18,481.50"
913590,Dimension Drifter,2018,Roguelike,$12.99,0%,57,"$37,021.50",55,"$35,722.50"
2086910,Verses of Enchantment,2023,Roguelike,$19.99,0%,35,"$34,982.50",35,"$34,982.50"
2445870,Fellowship,2023,Roguelike,$6.99,0%,18,"$6,291.00",18,"$6,291.00"
2195650,Lucky Island,2024,Roguelike,$9.99,0%,16,"$7,992.00",16,"$7,992.00"
738760,the Line,2017,Roguelike,$1.19,0%,38,"$2,261.00",38,"$2,261.00"
778050,Revenge of the Headless,2018,Roguelike,$0.99,0%,55,"$2,722.50",55,"$2,722.50"
1078510,Alluris,2019,Roguelike,$9.99,0%,171,"$85,414.50",171,"$85,414.50"
698870,Metaverse Keeper / 元能失控,2019,Roguelike,$14.99,0%,795,"$595,852.50",800,"$599,600.00"
321830,Cavern Kings,2014,Roguelike,$4.99,0%,220,"$54,890.00",220,"$54,890.00"
295670,Hive Jump,2017,Roguelike,$19.99,0%,362,"$361,819.00",364,"$363,818.00"
1907380,Arcane Vale,2022,Roguelike,$11.99,0%,158,"$94,721.00",161,"$96,519.50"
742530,Roguemance,2018,Roguelike,$6.99,0%,50,"$17,475.00",49,"$17,125.50"
3190430,Terror Diversion,2025,Roguelike,$14.99,0%,9,"$6,745.50",10,"$7,495.00"
698590,DemonsTier,2019,Roguelike,$9.99,0%,50,"$24,975.00",51,"$25,474.50"
1321010,Labyrinth Legend,2020,Roguelike,$4.19,0%,48,"$10,056.00",48,"$10,056.00"
2133530,Graveyard Architect,2023,Roguelike,$2.99,0%,44,"$6,578.00",44,"$6,578.00"
2296870,Crimson Connect Origin,2023,Roguelike,$5.99,0%,47,"$14,076.50",47,"$14,076.50"
698590,DemonsTier,2019,Roguelike,$9.99,0%,50,"$24,975.00",51,"$25,474.50"
2578800,Radio Silent,2023,Roguelike,$4.99,0%,14,"$3,493.00",14,"$3,493.00"
431840,3DRPG,2016,Roguelike,$1.99,0%,256,"$25,472.00",258,"$25,671.00"
283040,Paper Dungeons,2015,Roguelike,$4.99,0%,92,"$22,954.00",92,"$22,954.00"
374240,Eternal Step,2015,Roguelike,$9.99,0%,75,"$37,462.50",75,"$37,462.50"
444470,Moor,2019,Roguelike,$14.99,0%,24,"$17,988.00",24,"$17,988.00"
2658030,Clicker Arena,2024,Roguelike,$8.99,0%,104,"$46,748.00",104,"$46,748.00"
2450480,Idle Magic Legend,2023,Roguelike,$5.99,0%,65,"$19,467.50",65,"$19,467.50"
1221240,Tavern Cards,2020,Roguelike,$29.99,0%,56,"$83,972.00",157,"$235,421.50"
1321010,Labyrinth Legend,2020,Roguelike,$4.19,0%,48,"$10,056.00",48,"$10,056.00"
318570,Hunters Of The Dead,2014,Roguelike,$4.99,0%,164,"$40,918.00",166,"$41,417.00"
980210,HordeCore,2022,Roguelike,$11.99,0%,142,"$85,129.00",144,"$86,328.00"
788700,ValeGuard,2018,Roguelike,$4.99,0%,172,"$42,914.00",174,"$43,413.00"
536640,Grimm: Dark Legacy,2016,Roguelike,$14.99,0%,81,"$60,709.50",81,"$60,709.50"
2615010,Necromantic,2024,Roguelike,$6.99,0%,118,"$41,241.00",119,"$41,590.50"
2270120,HiveCorp,2025,Roguelike,$4.99,0%,45,"$11,227.50",47,"$11,726.50"
345080,Flame Over,2015,Roguelike,$11.99,0%,172,"$103,114.00",174,"$104,313.00"
1920650,Contrablade: Stadium Rush,2022,Roguelike,$2.39,0%,42,"$5,019.00",42,"$5,019.00"
715660,信徒:献祭,2020,Roguelike,$7.99,0%,38,"$15,181.00",38,"$15,181.00"
3174160,Paws and Whiskers,2025,Roguelike,$8.98,0%,39,"$17,511.00",37,"$16,613.00"
1199180,Edge Of Galaxy,2021,Roguelike,$4.99,0%,30,"$7,485.00",30,"$7,485.00"
2109020,Koler,2023,Roguelike,$9.99,0%,24,"$11,988.00",24,"$11,988.00"
2853180,Seal the Rift,2024,Roguelike,$13.99,0%,26,"$18,187.00",26,"$18,187.00"
1186940,Underneath,2020,Roguelike,$3.99,0%,13,"$2,593.50",13,"$2,593.50"
1152450,Creeps Creeps? Creeps!,2020,Roguelike,$1.99,0%,36,"$3,582.00",37,"$3,681.50"
622370,Freaky Awesome,2017,Roguelike,$9.99,0%,257,"$128,371.50",256,"$127,872.00"
1670530,Absentis,2025,Roguelike,$0.99,0%,16,$792.00,17,$841.50
3417900,Mine & Slash,2025,Roguelike,$9.99,0%,15,"$7,492.50",16,"$7,992.00"
686360,Dungeons & Treasure VR,2017,Roguelike,$19.99,0%,74,"$73,963.00",76,"$75,962.00"
2107040,Rumple Town,2023,Roguelike,$2.99,0%,27,"$4,036.50",28,"$4,186.00"
1579890,Infinite World:Dice Team,2024,Roguelike,$3.99,0%,35,"$6,982.50",37,"$7,381.50"
327670,Ironcast,2015,Roguelike,$14.99,0%,935,"$700,782.50",942,"$706,029.00"
616000,Riptale,2017,Roguelike,$5.99,0%,110,"$32,945.00",110,"$32,945.00"
1094070,Fares,2019,Roguelike,$6.99,0%,13,"$4,543.50",13,"$4,543.50"
305780,Echo of the Wilds,2014,Roguelike,$6.99,0%,194,"$67,803.00",194,"$67,803.00"
1303870,Mischance,2021,Roguelike,$4.99,0%,14,"$3,493.00",14,"$3,493.00"
1067760,Gallic Wars: Battle Simulator,2020,Roguelike,$4.99,0%,31,"$7,734.50",31,"$7,734.50"
1314170,dungeon & heros,2021,Roguelike,$5.99,0%,52,"$15,574.00",52,"$15,574.00"
2333710,不屈者传说 No Give up,2025,Roguelike,$4.99,0%,18,"$4,491.00",18,"$4,491.00"
1067760,Gallic Wars: Battle Simulator,2020,Roguelike,$4.99,0%,31,"$7,734.50",31,"$7,734.50"
3169180,Chosen War,2025,Roguelike,$1.99,0%,0,$0.00,11,"$1,094.50"
298560,Captain Forever Remix,2016,Roguelike,$9.99,0%,369,"$184,315.50",369,"$184,315.50"
2333710,不屈者传说 No Give up,2025,Roguelike,$4.99,0%,18,"$4,491.00",18,"$4,491.00"
2997110,Slasher: Origins,2025,Roguelike,$4.99,0%,20,"$4,990.00",20,"$4,990.00"
3183360,NABI,2024,Roguelike,$1.99,0%,0,$0.00,60,"$5,970.00"
1047860,Dunrog,2020,Roguelike,$3.99,0%,42,"$8,379.00",42,"$8,379.00"
872040,Hovership Havoc,2019,Roguelike,$9.99,0%,31,"$15,484.50",31,"$15,484.50"
325880,Crystal Catacombs,2015,Roguelike,$7.99,0%,87,"$34,756.50",87,"$34,756.50"
530930,Soulblight,2018,Roguelike,$14.99,0%,182,"$136,409.00",186,"$139,407.00"
2448270,Mars Survivors,2023,Roguelike,$4.99,0%,65,"$16,217.50",66,"$16,467.00"
448820,Planet in the Shadows,2016,Roguelike,$3.99,0%,29,"$5,785.50",29,"$5,785.50"
340830,Razenroth,2015,Roguelike,$4.99,0%,623,"$155,438.50",626,"$156,187.00"
1520270,Kyvir: Rebirth,2021,Roguelike,$7.99,0%,412,"$164,594.00",413,"$164,993.50"
1071660,Ruine,2019,Roguelike,$4.99,0%,16,"$3,992.00",16,"$3,992.00"
371220,VERLIES II,2015,Roguelike,$2.99,0%,135,"$20,182.50",135,"$20,182.50"
1812970,Immortal Tactics: War of the Eternals,2022,Roguelike,$14.99,0%,98,"$73,451.00",99,"$74,200.50"
1387570,Orbitect,2023,Roguelike,$9.99,0%,12,"$5,994.00",12,"$5,994.00"
529130,Expect The Unexpected,2016,Roguelike,$4.99,0%,89,"$22,205.50",90,"$22,455.00"
529130,Expect The Unexpected,2016,Roguelike,$4.99,0%,89,"$22,205.50",90,"$22,455.00"
257120,Not The Robots,2013,Roguelike,$9.99,0%,565,"$282,217.50",563,"$281,218.50"
1746820,HYDROGEN,2024,Roguelike,$5.99,0%,10,"$2,995.00",10,"$2,995.00"
782570,Endless Road: Reborn,2018,Roguelike,$9.99,0%,518,"$258,741.00",518,"$258,741.00"
2106170,Super Weapon Master 超级武器大师,2022,Roguelike,$3.99,0%,35,"$6,982.50",35,"$6,982.50"
2027570,Zombies Invasion,2022,Roguelike,$24.99,0%,27,"$33,736.50",28,"$34,986.00"
1134610,Dice Hero: The Unoriginal Story,2023,Roguelike,$4.99,0%,21,"$5,239.50",21,"$5,239.50"
872720,SuperMash,2021,Roguelike,$17.98,0%,45,"$40,455.00",45,"$40,455.00"
2109700,Temple of Horror,2022,Roguelike,$9.99,0%,29,"$14,485.50",29,"$14,485.50"
1043150,Danger Gazers,2020,Roguelike,$9.99,0%,69,"$34,465.50",69,"$34,465.50"
2482130,Final Resistance,2023,Roguelike,$3.99,0%,39,"$7,780.50",39,"$7,780.50"
529970,PositronX,2020,Roguelike,$19.99,0%,81,"$80,959.50",81,"$80,959.50"
2150910,Spellcats: Auto Card Tactics,2024,Roguelike,$9.99,0%,45,"$22,477.50",45,"$22,477.50"
1833680,BeatRider,2024,Roguelike,$11.99,0%,64,"$38,368.00",68,"$40,766.00"
