AppID,Name,ReleaseYear,Genre,Price,DiscountPercent,TotalReviews_SteamSpy,EstimatedRevenue_SteamSpy,TotalReviews_AllLanguages,EstimatedRevenue_AllLanguages
294100,RimWorld,2018,Indie,$34.99,0%,210517,"$368,299,491.50",219115,"$383,341,692.50"
252490,Rust,2018,Indie,$39.99,0%,1227784,"$2,454,954,108.00",1251383,"$2,502,140,308.50"
1721110,Abyssus,2025,Indie,$24.99,0%,0,$0.00,1581,"$1,975,459.50"
264710,Subnautica,2018,Indie,$7.49,75%,313707,"$117,483,271.50",321113,"$120,256,818.50"
2201320,Date Everything!,2025,Indie,$23.99,20%,0,$0.00,4744,"$5,690,428.00"
739630,Phasmophobia,2020,Indie,$19.99,0%,768779,"$768,394,610.50",782159,"$781,767,920.50"
1203620,Enshrouded,2024,Indie,$23.99,20%,78080,"$93,656,960.00",81312,"$97,533,744.00"
413150,Stardew Valley,2016,Indie,$14.99,0%,886195,"$664,203,152.50",919346,"$689,049,827.00"
526870,Satisfactory,2024,Indie,$39.99,0%,232064,"$464,011,968.00",241343,"$482,565,328.50"
427520,Factorio,2020,Indie,$35.00,0%,215209,"$376,615,750.00",214361,"$375,131,750.00"
108600,Project Zomboid,2013,Indie,$19.99,0%,377063,"$376,874,468.50",390943,"$390,747,528.50"
848450,Subnautica: Below Zero,2021,Indie,$7.49,75%,96660,"$36,199,170.00",98101,"$36,738,824.50"
1645820,SurrounDead,2022,Indie,$11.99,0%,8200,"$4,915,900.00",13023,"$7,807,288.50"
632360,Risk of Rain 2,2020,Indie,$24.99,0%,313577,"$391,814,461.50",318747,"$398,274,376.50"
1158160,Coral Island,2023,Indie,$20.09,33%,21728,"$21,825,776.00",22601,"$22,702,704.50"
648800,Raft,2022,Indie,$19.99,0%,346359,"$346,185,820.50",352774,"$352,597,613.00"
690830,Foundation,2025,Indie,$24.49,30%,20132,"$24,651,634.00",20786,"$25,452,457.00"
105600,Terraria,2011,Indie,$9.99,0%,1409473,"$704,031,763.50",1432097,"$715,332,451.50"
2379780,Balatro,2024,Indie,$14.99,0%,153566,"$115,097,717.00",166183,"$124,554,158.50"
3035120,Is This Seat Taken?,2025,Indie,$8.99,10%,0,$0.00,1534,"$689,533.00"
250900,The Binding of Isaac: Rebirth,2014,Indie,$14.99,0%,343420,"$257,393,290.00",352520,"$264,213,740.00"
3339880,OFF,2025,Indie,$12.74,15%,0,$0.00,919,"$585,403.00"
286160,Tabletop Simulator,2015,Indie,$19.99,0%,70660,"$70,624,670.00",68575,"$68,540,712.50"
1562430,DREDGE,2023,Indie,$13.49,50%,43966,"$29,655,067.00",46656,"$31,469,472.00"
2670630,Supermarket Simulator,2025,Indie,$19.99,0%,68341,"$68,306,829.50",71219,"$71,183,390.50"
2016460,Tales of the Shire: A The Lord of The Rings™ Game,2025,Indie,$34.99,0%,0,$0.00,2458,"$4,300,271.00"
367520,Hollow Knight,2017,Indie,$14.99,0%,415946,"$311,751,527.00",429890,"$322,202,555.00"
1290000,PowerWash Simulator,2022,Indie,$24.99,0%,52410,"$65,486,295.00",53980,"$67,448,010.00"
244210,Assetto Corsa,2014,Indie,$19.99,0%,151391,"$151,315,304.50",155752,"$155,674,124.00"
899770,Last Epoch,2024,Indie,$34.99,0%,110623,"$193,534,938.50",111850,"$195,681,575.00"
1569580,Blue Prince,2025,Indie,$29.99,0%,8402,"$12,598,799.00",10680,"$16,014,660.00"
275850,No Man's Sky,2016,Indie,$59.99,0%,352858,"$1,058,397,571.00",358621,"$1,075,683,689.50"
1190970,House Flipper 2,2023,Indie,$39.99,0%,13691,"$27,375,154.50",14916,"$29,824,542.00"
1145350,Hades II,2024,Indie,$29.99,0%,64132,"$96,165,934.00",67684,"$101,492,158.00"
2525310,Drop Duchy,2025,Indie,$11.99,20%,1366,"$818,917.00",1841,"$1,103,679.50"
1426210,It Takes Two Friend's Pass,2021,Indie,Unknown,0%,218383,0,228084,0
753640,Outer Wilds,2020,Indie,$24.99,0%,84488,"$105,567,756.00",88627,"$110,739,436.50"
892970,Valheim,2021,Indie,$19.99,0%,499828,"$499,578,086.00",505120,"$504,867,440.00"
1206560,WorldBox - God Simulator,2021,Indie,$19.99,0%,44062,"$44,039,969.00",46594,"$46,570,703.00"
3483740,Cast n Chill,2025,Indie,$11.99,20%,0,$0.00,2787,"$1,670,806.50"
346110,ARK: Survival Evolved,2017,Indie,$14.99,0%,730170,"$547,262,415.00",744142,"$557,734,429.00"
2787320,Revenge of the Savage Planet,2025,Indie,$19.49,35%,0,$0.00,1726,"$1,681,987.00"
4000,Garry's Mod,2006,Indie,$9.99,0%,1159707,"$579,273,646.50",1174043,"$586,434,478.50"
1286220,Sea Power : Naval Combat in the Missile Age,2024,Indie,$39.99,20%,3787,"$7,572,106.50",4128,"$8,253,936.00"
1190000,Car Mechanic Simulator 2021,2021,Indie,$24.99,0%,29841,"$37,286,329.50",31204,"$38,989,398.00"
728880,Overcooked! 2,2018,Indie,$6.24,75%,72801,"$22,713,912.00",74920,"$23,375,040.00"
371970,Barony,2015,Indie,$19.99,0%,10511,"$10,505,744.50",12099,"$12,092,950.50"
3247750,Mycopunk,2025,Indie,$14.99,0%,0,$0.00,2227,"$1,669,136.50"
2085540,Stick It to the Stickman,2025,Indie,$4.99,0%,0,$0.00,743,"$185,378.50"
2407270,AI LIMIT,2025,Indie,$27.99,20%,22025,"$30,823,987.50",27775,"$38,871,112.50"
1435790,Escape Simulator,2021,Indie,$11.99,40%,17308,"$10,376,146.00",17737,"$10,633,331.50"
391540,Undertale,2015,Indie,$9.99,0%,272932,"$136,329,534.00",291810,"$145,759,095.00"
1260320,Party Animals,2023,Indie,$19.99,0%,64032,"$63,999,984.00",66686,"$66,652,657.00"
2217000,Rivals of Aether II,2024,Indie,$29.99,0%,7294,"$10,937,353.00",8170,"$12,250,915.00"
227300,Euro Truck Simulator 2,2012,Indie,$19.99,0%,867404,"$866,970,298.00",850004,"$849,578,998.00"
322330,Don't Starve Together,2016,Indie,$14.99,0%,499061,"$374,046,219.50",507077,"$380,054,211.50"
1145360,Hades,2020,Indie,$24.99,0%,279741,"$349,536,379.50",283552,"$354,298,224.00"
242760,The Forest,2018,Indie,$19.99,0%,627791,"$627,477,104.50",638581,"$638,261,709.50"
686810,Hell Let Loose,2021,Indie,$47.97,0%,137677,"$330,218,284.50",139634,"$334,912,149.00"
233860,Kenshi,2018,Indie,$29.99,0%,98135,"$147,153,432.50",101489,"$152,182,755.50"
1868140,DAVE THE DIVER,2023,Indie,$19.99,0%,129331,"$129,266,334.50",135052,"$134,984,474.00"
613100,House Flipper,2018,Indie,$24.99,0%,95144,"$118,882,428.00",97806,"$122,208,597.00"
3097560,Liar's Bar,2024,Indie,$6.99,0%,48550,"$16,968,225.00",50838,"$17,767,881.00"
2198150,Tiny Glade,2024,Indie,$14.99,0%,19845,"$14,873,827.50",21015,"$15,750,742.50"
1217060,Gunfire Reborn,2021,Indie,$19.99,0%,99172,"$99,122,414.00",99809,"$99,759,095.50"
220200,Kerbal Space Program,2015,Indie,$39.99,0%,127162,"$254,260,419.00",129144,"$258,223,428.00"
3645890,GONE Fishing,2025,Indie,$11.99,0%,0,$0.00,457,"$273,971.50"
2916430,Fast Food Simulator,2024,Indie,$10.49,30%,5773,"$3,027,938.50",6668,"$3,497,366.00"
1527950,Wartales,2023,Indie,$34.99,0%,29336,"$51,323,332.00",30459,"$53,288,020.50"
3805420,A Few Quick Matches,2025,Indie,$6.99,0%,0,$0.00,1695,"$592,402.50"
376210,The Isle,2015,Indie,$19.99,0%,94804,"$94,756,598.00",98078,"$98,028,961.00"
1040200,Crime Scene Cleaner,2024,Indie,$24.63,0%,22018,"$27,115,167.00",24656,"$30,363,864.00"
2404880,Car Dealer Simulator,2025,Indie,$19.99,0%,591,"$590,704.50",3259,"$3,257,370.50"
268910,Cuphead,2017,Indie,$19.99,0%,186835,"$186,741,582.50",192625,"$192,528,687.50"
2742830,Monster Train 2,2025,Indie,$24.99,0%,3664,"$4,578,168.00",6224,"$7,776,888.00"
431240,Golf With Your Friends,2020,Indie,$4.49,70%,67080,"$15,059,460.00",67873,"$15,237,488.50"
1167630,Teardown,2022,Indie,$29.99,0%,109462,"$164,138,269.00",112933,"$169,343,033.50"
1135690,Unpacking,2021,Indie,$9.99,50%,35301,"$17,632,849.50",36360,"$18,161,820.00"
457140,Oxygen Not Included,2019,Indie,$24.99,0%,128390,"$160,423,305.00",131570,"$164,396,715.00"
620980,Beat Saber,2019,Indie,$29.99,0%,74612,"$111,880,694.00",74887,"$112,293,056.50"
646570,Slay the Spire,2019,Indie,$24.99,0%,182277,"$227,755,111.50",187190,"$233,893,905.00"
1943950,Escape the Backrooms,2022,Indie,$9.99,0%,102529,"$51,213,235.50",107245,"$53,568,877.50"
244850,Space Engineers,2019,Indie,$19.99,0%,132347,"$132,280,826.50",130209,"$130,143,895.50"
2737070,Crime Simulator,2025,Indie,$14.99,0%,0,$0.00,1512,"$1,133,244.00"
588650,Dead Cells,2018,Indie,$24.99,0%,168464,"$210,495,768.00",171579,"$214,387,960.50"
629730,Blade and Sorcery,2024,Indie,$29.99,0%,57485,"$86,198,757.50",58370,"$87,525,815.00"
513710,SCUM,2025,Indie,$44.99,0%,112115,"$252,202,692.50",116555,"$262,190,472.50"
2542120,NINJA GAIDEN: Ragebound,2025,Indie,$24.99,0%,0,$0.00,1406,"$1,756,797.00"
504230,Celeste,2018,Indie,$4.99,75%,120602,"$30,090,199.00",125380,"$31,282,310.00"
1332010,Stray,2022,Indie,$29.99,0%,156607,"$234,832,196.50",160006,"$239,928,997.00"
362890,Black Mesa,2020,Indie,$3.99,80%,127693,"$25,474,753.50",132710,"$26,475,645.00"
2725260,ENDER MAGNOLIA: Bloom in the Mist,2025,Indie,$16.24,35%,13465,"$10,933,580.00",14453,"$11,735,836.00"
1621690,Core Keeper,2024,Indie,$19.99,0%,54979,"$54,951,510.50",56700,"$56,671,650.00"
1066890,Automobilista 2,2020,Indie,$39.99,0%,11009,"$22,012,495.50",12429,"$24,851,785.50"
2212670,MakeRoom,2025,Indie,$9.99,0%,0,$0.00,299,"$149,350.50"
293760,Automation - The Car Company Tycoon Game,2015,Indie,$29.99,0%,14457,"$21,678,271.50",15132,"$22,690,434.00"
3059070,The Headliners,2025,Indie,$7.99,0%,6062,"$2,421,769.00",6876,"$2,746,962.00"
253230,A Hat in Time,2017,Indie,$14.99,50%,51687,"$38,739,406.50",52092,"$39,042,954.00"
1794680,Vampire Survivors,2022,Indie,$4.99,0%,250334,"$62,458,333.00",252358,"$62,963,321.00"
3011360,Primordialis,2025,Indie,$19.99,0%,0,$0.00,262,"$261,869.00"
774361,Blasphemous,2019,Indie,$6.24,75%,51484,"$16,063,008.00",55797,"$17,408,664.00"
881100,Noita,2020,Indie,$19.99,0%,78477,"$78,437,761.50",80729,"$80,688,635.50"
3028310,Nordhold,2025,Indie,$13.99,30%,2140,"$1,496,930.00",2420,"$1,692,790.00"
632470,Disco Elysium - The Final Cut,2019,Indie,$39.99,0%,111712,"$223,368,144.00",115484,"$230,910,258.00"
1809540,Nine Sols,2024,Indie,$29.99,0%,28896,"$43,329,552.00",31687,"$47,514,656.50"
312520,Rain World,2017,Indie,$24.99,0%,42277,"$52,825,111.50",44489,"$55,589,005.50"
880940,Pummel Party,2018,Indie,$14.99,0%,53814,"$40,333,593.00",54539,"$40,876,980.50"
895870,Project Wingman,2020,Indie,$12.49,50%,19217,"$12,001,016.50",19710,"$12,308,895.00"
625960,Stoneshard,2020,Indie,$18.74,25%,30062,"$28,168,094.00",30796,"$28,855,852.00"
361420,ASTRONEER,2019,Indie,$29.99,0%,128956,"$193,369,522.00",130527,"$195,725,236.50"
246900,Viscera Cleanup Detail,2015,Indie,$3.89,70%,22290,"$4,335,405.00",22644,"$4,404,258.00"
322170,Geometry Dash,2014,Indie,$4.99,0%,429921,"$107,265,289.50",455196,"$113,571,402.00"
860510,Little Nightmares II,2021,Indie,$29.99,0%,43042,"$64,541,479.00",50420,"$75,604,790.00"
1592190,BONELAB,2022,Indie,$39.99,0%,16281,"$32,553,859.50",16882,"$33,755,559.00"
1164940,Trepang2,2023,Indie,$14.99,50%,13976,"$10,475,012.00",14816,"$11,104,592.00"
2835570,Buckshot Roulette,2024,Indie,$2.99,0%,95541,"$14,283,379.50",101043,"$15,105,928.50"
2106670,Gatekeeper,2025,Indie,$14.99,0%,1653,"$1,238,923.50",2368,"$1,774,816.00"
2138710,Sifu,2023,Indie,$39.99,0%,21129,"$42,247,435.50",22676,"$45,340,662.00"
246620,Plague Inc: Evolved,2016,Indie,$14.99,0%,55664,"$41,720,168.00",56800,"$42,571,600.00"
2071280,Ravenswatch,2024,Indie,$24.99,0%,16153,"$20,183,173.50",17509,"$21,877,495.50"
1366540,Dyson Sphere Program,2021,Indie,$19.99,0%,85088,"$85,045,456.00",86211,"$86,167,894.50"
230290,Universe Sandbox,2015,Indie,$29.99,0%,27448,"$41,158,276.00",28102,"$42,138,949.00"
516750,My Summer Car,2025,Indie,$14.99,0%,91394,"$68,499,803.00",95033,"$71,227,233.50"
2073250,Rift of the NecroDancer,2025,Indie,$19.99,0%,3196,"$3,194,402.00",3838,"$3,836,081.00"
238320,Outlast,2013,Indie,$7.49,50%,125678,"$47,066,411.00",127502,"$47,749,499.00"
16900,GROUND BRANCH,2018,Indie,$25.49,15%,21676,"$27,626,062.00",22159,"$28,241,645.50"
1150690,OMORI,2020,Indie,$19.99,0%,80237,"$80,196,881.50",82382,"$82,340,809.00"
379430,Kingdom Come: Deliverance,2018,Indie,$29.99,0%,162206,"$243,227,897.00",165240,"$247,777,380.00"
424030,War of Rights,2018,Indie,$29.99,0%,13145,"$19,710,927.50",13558,"$20,330,221.00"
1229240,Chained Echoes,2022,Indie,$24.99,0%,6757,"$8,442,871.50",7063,"$8,825,218.50"
1063420,Void Crew,2024,Indie,$24.99,0%,6713,"$8,387,893.50",7107,"$8,880,196.50"
2683150,Ale & Tale Tavern,2024,Indie,$14.99,0%,7070,"$5,298,965.00",7857,"$5,888,821.50"
508440,Totally Accurate Battle Simulator,2021,Indie,$19.99,0%,135943,"$135,875,028.50",138239,"$138,169,880.50"
3372980,Tower Wizard,2025,Indie,$2.99,0%,0,$0.00,4977,"$744,061.50"
433340,Slime Rancher,2017,Indie,$19.99,0%,138097,"$138,027,951.50",141171,"$141,100,414.50"
2703850,Rooftops & Alleys: The Parkour Game,2025,Indie,$24.99,0%,5432,"$6,787,284.00",6173,"$7,713,163.50"
1222700,A Way Out,2020,Indie,$29.99,0%,82462,"$123,651,769.00",85343,"$127,971,828.50"
2475490,Mouthwashing,2024,Indie,$12.99,0%,29864,"$19,396,668.00",31705,"$20,592,397.50"
3769130,Keep on Mining!,2025,Indie,$4.99,0%,0,$0.00,2887,"$720,306.50"
581320,Insurgency: Sandstorm,2018,Indie,$29.99,0%,126918,"$190,313,541.00",128119,"$192,114,440.50"
1929610,Demonologist,2023,Indie,$19.99,0%,21748,"$21,737,126.00",22196,"$22,184,902.00"
1084600,My Time at Sandrock,2023,Indie,$39.99,0%,26283,"$52,552,858.50",26886,"$53,758,557.00"
434170,The Jackbox Party Pack 3,2016,Indie,$24.99,0%,6284,"$7,851,858.00",6353,"$7,938,073.50"
1369630,ENDER LILIES: Quietus of the Knights,2021,Indie,$9.99,60%,39533,"$19,746,733.50",40593,"$20,276,203.50"
1239080,Door Kickers 2: Task Force North,2025,Indie,$24.99,0%,10848,"$13,554,576.00",11357,"$14,190,571.50"
1147860,UFO 50,2024,Indie,$24.99,0%,6249,"$7,808,125.50",6558,"$8,194,221.00"
305620,The Long Dark,2017,Indie,$19.99,0%,112575,"$112,518,712.50",112123,"$112,066,938.50"
1062520,Dinkum,2025,Indie,$19.99,0%,24584,"$24,571,708.00",25594,"$25,581,203.00"
1295920,The Mortuary Assistant,2022,Indie,$24.99,0%,7446,"$9,303,777.00",7725,"$9,652,387.50"
2660460,Aviassembly,2025,Indie,$9.99,0%,4112,"$2,053,944.00",5972,"$2,983,014.00"
233450,Prison Architect,2015,Indie,$29.99,0%,72330,"$108,458,835.00",72235,"$108,316,382.50"
1677310,In Stars And Time,2023,Indie,$13.99,30%,6184,"$4,325,708.00",6836,"$4,781,782.00"
824270,KovaaK's,2018,Indie,$8.49,15%,35305,"$14,986,972.50",36213,"$15,372,418.50"
3672720,Prison Escape Simulator: Dig Out,2025,Indie,$5.99,0%,0,$0.00,1067,"$319,566.50"
756800,Contraband Police,2023,Indie,$29.99,0%,20479,"$30,708,260.50",21488,"$32,221,256.00"
2754380,The Roottrees are Dead,2025,Indie,$19.99,0%,2522,"$2,520,739.00",3142,"$3,140,429.00"
1782120,ZERO Sievert,2024,Indie,$13.99,30%,13238,"$9,259,981.00",13755,"$9,621,622.50"
2273430,BlazBlue Entropy Effect,2024,Indie,$19.99,0%,30290,"$30,274,855.00",31544,"$31,528,228.00"
1392860,Little Nightmares III,2025,Indie,$39.97,0%,0,$0.00,0,$0.00
1256670,Library Of Ruina,2021,Indie,$29.99,0%,34509,"$51,746,245.50",36313,"$54,451,343.50"
3496000,"Ship, Inc.",2025,Indie,$9.99,0%,0,$0.00,855,"$427,072.50"
239030,"Papers, Please",2013,Indie,$9.99,0%,74187,"$37,056,406.50",75407,"$37,665,796.50"
641990,The Escapists 2,2017,Indie,$4.99,75%,31948,"$7,971,026.00",32287,"$8,055,606.50"
1066780,Transport Fever 2,2019,Indie,$9.99,75%,27627,"$13,799,686.50",28518,"$14,244,741.00"
692890,Roboquest,2023,Indie,$24.99,0%,21689,"$27,100,405.50",22403,"$27,992,548.50"
1149620,Gas Station Simulator,2021,Indie,$19.99,0%,25043,"$25,030,478.50",25623,"$25,610,188.50"
1211630,The Jackbox Party Pack 7,2020,Indie,$29.99,0%,4665,"$6,995,167.50",4721,"$7,079,139.50"
3353100,Passant: A Chess Roguelike,2025,Indie,$10.79,10%,0,$0.00,157,"$84,701.50"
420530,OneShot,2016,Indie,$5.99,40%,53704,"$16,084,348.00",56545,"$16,935,227.50"
314650,SpaceEngine,2019,Indie,$29.99,0%,12617,"$18,919,191.50",13064,"$19,589,468.00"
410340,Liftoff®: FPV Drone Racing,2018,Indie,$19.99,0%,11107,"$11,101,446.50",11573,"$11,567,213.50"
568220,Lobotomy Corporation | Monster Management Simulation,2018,Indie,$24.99,0%,43932,"$54,893,034.00",46542,"$58,154,229.00"
285900,Gang Beasts,2017,Indie,$19.99,0%,60270,"$60,239,865.00",60945,"$60,914,527.50"
965580,Root,2020,Indie,$14.99,0%,4413,"$3,307,543.50",4612,"$3,456,694.00"
1324780,Easy Red 2,2022,Indie,$8.99,0%,8394,"$3,773,103.00",9285,"$4,173,607.50"
1280930,Astral Ascent,2023,Indie,$12.49,50%,6914,"$4,317,793.00",7230,"$4,515,135.00"
813230,ANIMAL WELL,2024,Indie,$24.99,0%,20790,"$25,977,105.00",21762,"$27,191,619.00"
424840,Little Nightmares,2017,Indie,$19.99,0%,110196,"$110,140,902.00",112037,"$111,980,981.50"
2658510,Animal Shelter 2,2025,Indie,$24.99,0%,0,$0.00,425,"$531,037.50"
1442430,Storage Hunter Simulator,2024,Indie,$24.99,0%,2463,"$3,077,518.50",2689,"$3,359,905.50"
414700,Outlast 2,2017,Indie,$19.99,0%,55500,"$55,472,250.00",58512,"$58,482,744.00"
1118200,People Playground,2019,Indie,$9.99,0%,281763,"$140,740,618.50",288448,"$144,079,776.00"
313120,Stranded Deep,2022,Indie,$19.99,0%,45828,"$45,805,086.00",46114,"$46,090,943.00"
1274570,DEVOUR,2021,Indie,$9.99,0%,82514,"$41,215,743.00",83234,"$41,575,383.00"
666150,Prehistoric Kingdom,2022,Indie,$29.99,0%,3997,"$5,993,501.50",4519,"$6,776,240.50"
1911610,Windblown,2024,Indie,$24.99,0%,8453,"$10,562,023.50",8983,"$11,224,258.50"
2869860,Monster Prom 4: Monster Con,2025,Indie,$14.99,0%,1444,"$1,082,278.00",1666,"$1,248,667.00"
1017180,The Long Drive,2019,Indie,$15.99,0%,47427,"$37,917,886.50",49240,"$39,367,380.00"
477160,Human Fall Flat,2016,Indie,$19.99,0%,213640,"$213,533,180.00",215718,"$215,610,141.00"
1210320,Potion Craft: Alchemist Simulator,2022,Indie,$19.99,0%,37608,"$37,589,196.00",39711,"$39,691,144.50"
553420,TUNIC,2022,Indie,$29.99,0%,15181,"$22,763,909.50",15772,"$23,650,114.00"
1557740,ROUNDS,2021,Indie,$5.99,0%,36658,"$10,979,071.00",38028,"$11,389,386.00"
747660,Five Nights at Freddy's: Security Breach,2021,Indie,$39.99,0%,64859,"$129,685,570.50",65753,"$131,473,123.50"
1313290,Let Them Trade,2025,Indie,$17.99,0%,0,$0.00,567,"$510,016.50"
3800340,ScootX,2025,Indie,$11.99,0%,0,$0.00,539,"$323,130.50"
3146520,WEBFISHING,2024,Indie,$4.99,0%,65810,"$16,419,595.00",67366,"$16,807,817.00"
1119730,"Ranch Simulator: Build, Hunt, Farm",2023,Indie,$24.99,0%,36019,"$45,005,740.50",37875,"$47,324,812.50"
2005010,"Warhammer 40,000: Boltgun",2023,Indie,$21.99,0%,15030,"$16,525,485.00",15815,"$17,388,592.50"
1294760,HARD BULLET,2020,Indie,$19.99,0%,5497,"$5,494,251.50",5767,"$5,764,116.50"
3591550,Hunter Roulette,2025,Indie,$1.59,20%,0,$0.00,456,"$36,252.00"
2226730,OVIS LOOP,2025,Indie,$13.59,20%,0,$0.00,451,"$306,454.50"
3005620,Drop Pockets,2025,Indie,$14.99,0%,0,$0.00,111,"$83,194.50"
262060,Darkest Dungeon®,2016,Indie,$24.99,0%,149456,"$186,745,272.00",151519,"$189,322,990.50"
2275490,Kaizen: A Factory Story,2025,Indie,$19.99,0%,0,$0.00,465,"$464,767.50"
1763250,SWORN,2025,Indie,$24.99,0%,2461,"$3,075,019.50",2715,"$3,392,392.50"
1139980,Travellers Rest,2020,Indie,$17.99,0%,13900,"$12,503,050.00",14479,"$13,023,860.50"
2454960,The Great Villainess: Strategy of Lily,2025,Indie,$29.99,0%,0,$0.00,806,"$1,208,597.00"
319510,Five Nights at Freddy's,2014,Indie,$4.99,0%,52237,"$13,033,131.50",53503,"$13,348,998.50"
3590,Plants vs. Zombies GOTY Edition,2009,Indie,$4.99,0%,139925,"$34,911,287.50",142659,"$35,593,420.50"
1159690,Voidtrain,2023,Indie,$20.99,30%,5956,"$6,250,822.00",6116,"$6,418,742.00"
2617700,Tinkerlands,2025,Indie,$9.74,25%,1240,"$603,880.00",2605,"$1,268,635.00"
833360,Star Valor,2022,Indie,$24.99,0%,2784,"$3,478,608.00",3089,"$3,859,705.50"
383980,Rivals of Aether,2017,Indie,$29.99,0%,35826,"$53,721,087.00",36335,"$54,484,332.50"
599140,Graveyard Keeper,2018,Indie,$19.99,0%,43647,"$43,625,176.50",44571,"$44,548,714.50"
2543510,GUNTOUCHABLES,2025,Indie,$4.99,0%,0,$0.00,2381,"$594,059.50"
1043810,Tactical Breach Wizards,2024,Indie,$19.99,0%,9467,"$9,462,266.50",10077,"$10,071,961.50"
751780,Forager,2019,Indie,$6.99,65%,40881,"$14,287,909.50",41452,"$14,487,474.00"
2756920,Keep Driving,2025,Indie,$17.99,0%,2770,"$2,491,615.00",3394,"$3,052,903.00"
1876590,I Am Your Beast,2024,Indie,$13.99,30%,3660,"$2,560,170.00",4181,"$2,924,609.50"
1735700,Back to the Dawn,2025,Indie,$23.99,0%,4935,"$5,919,532.50",7730,"$9,272,135.00"
3456800,Rock Crusher,2025,Indie,$6.29,10%,0,$0.00,43,"$13,523.50"
972660,Spiritfarer®: Farewell Edition,2020,Indie,$29.99,0%,46417,"$69,602,291.50",48334,"$72,476,833.00"
238460,BattleBlock Theater®,2014,Indie,$14.99,0%,71614,"$53,674,693.00",71833,"$53,838,833.50"
341800,Keep Talking and Nobody Explodes,2015,Indie,$14.99,0%,15747,"$11,802,376.50",16013,"$12,001,743.50"
282140,SOMA,2015,Indie,$8.99,70%,45365,"$20,391,567.50",46226,"$20,778,587.00"
1107320,OUTBRK,2024,Indie,$34.99,0%,2001,"$3,500,749.50",2219,"$3,882,140.50"
2429050,Fretless - The Wrath of Riffson,2025,Indie,$14.99,0%,0,$0.00,871,"$652,814.50"
986130,Shadows of Doubt,2024,Indie,$24.99,0%,15428,"$19,277,286.00",15809,"$19,753,345.50"
427730,Who's Your Daddy?!,2016,Indie,$6.99,0%,30409,"$10,627,945.50",30771,"$10,754,464.50"
1434950,HighFleet,2021,Indie,$16.49,45%,6583,"$5,427,683.50",6727,"$5,546,411.50"
3191030,Nubby's Number Factory,2025,Indie,$4.99,0%,9433,"$2,353,533.50",11623,"$2,899,938.50"
292000,No More Room in Hell 2,2024,Indie,$29.99,0%,16515,"$24,764,242.50",17163,"$25,735,918.50"
1243830,Overcooked! All You Can Eat,2021,Indie,$39.99,0%,6141,"$12,278,929.50",6475,"$12,946,762.50"
247080,Crypt of the NecroDancer,2015,Indie,$14.99,0%,25116,"$18,824,442.00",25676,"$19,244,162.00"
683320,GRIS,2018,Indie,$14.99,0%,83448,"$62,544,276.00",88523,"$66,347,988.50"
1106840,Hydroneer,2020,Indie,$14.99,0%,25123,"$18,829,688.50",25618,"$19,200,691.00"
1177980,"Little Kitty, Big City",2024,Indie,$24.99,0%,10785,"$13,475,857.50",11449,"$14,305,525.50"
2585830,Promise Mascot Agency,2025,Indie,$18.74,25%,1317,"$1,234,029.00",1652,"$1,547,924.00"
1211020,Wobbly Life,2020,Indie,$24.99,0%,26940,"$33,661,530.00",28194,"$35,228,403.00"
1433140,The Texas Chain Saw Massacre,2023,Indie,$4.99,75%,21540,"$5,374,230.00",21895,"$5,462,802.50"
1067850,Kindergarten 2,2019,Indie,$14.99,0%,4892,"$3,666,554.00",5288,"$3,963,356.00"
531510,Just Shapes & Beats,2018,Indie,$19.99,0%,22150,"$22,138,925.00",23275,"$23,263,362.50"
1390410,Midnight Fight Express,2022,Indie,$9.99,50%,2312,"$1,154,844.00",2423,"$1,210,288.50"
1244090,Sea of Stars,2023,Indie,$34.99,0%,12698,"$22,215,151.00",13219,"$23,126,640.50"
1729740,Luto,2025,Indie,$19.99,0%,0,$0.00,761,"$760,619.50"
1082430,Before Your Eyes,2021,Indie,$9.99,0%,17499,"$8,740,750.50",18717,"$9,349,141.50"
535930,Two Point Hospital,2018,Indie,$29.99,0%,33274,"$49,894,363.00",33623,"$50,417,688.50"
588030,Derail Valley,2019,Indie,$39.99,0%,7375,"$14,746,312.50",7916,"$15,828,042.00"
2427700,Backpack Battles,2025,Indie,$14.99,0%,14780,"$11,077,610.00",17018,"$12,754,991.00"
2201940,Ship Graveyard Simulator 2,2023,Indie,$23.83,24%,3038,"$3,619,777.00",3281,"$3,909,311.50"
1353230,Bomb Rush Cyberfunk,2023,Indie,$39.99,0%,13387,"$26,767,306.50",13956,"$27,905,022.00"
774171,Muse Dash,2019,Indie,$2.99,0%,119429,"$17,854,635.50",116301,"$17,386,999.50"
1267910,Melvor Idle,2021,Indie,$9.99,0%,14538,"$7,261,731.00",14916,"$7,450,542.00"
2696050,Yarimono,2024,Indie,$24.99,0%,3045,"$3,804,727.50",3449,"$4,309,525.50"
1454400,Cookie Clicker,2021,Indie,$4.99,0%,79892,"$19,933,054.00",82351,"$20,546,574.50"
2721890,Öoo,2025,Indie,$9.99,0%,0,$0.00,1491,"$744,754.50"
571740,Golf It!,2023,Indie,$8.99,0%,29009,"$13,039,545.50",29473,"$13,248,113.50"
1005300,The Jackbox Party Pack 6,2019,Indie,$29.99,0%,2957,"$4,434,021.50",2974,"$4,459,513.00"
2231450,Pizza Tower,2023,Indie,$19.99,0%,66693,"$66,659,653.50",67600,"$67,566,200.00"
